Name,Brand,SKU,MPN,base_price,MSRP,Image
"Delfield F2962CP 62-1/4""W Two-Section Four Drawer Refrigerated Low-Profile Equipment Stand",Delfield,F2962CP,F2962CP,12606.00,,
"Koolmore KM-BR-724D 72.4"" W Stainless Steel Commercial Chef Base Refrigerator Storage Cabinet",,KM-BR-724D,KM-BR-724D,,,
"Arctic Air ARCB48 50"" W Two Drawers Refrigerated Chef Base",Arctic Air,ARCB48,ARCB48,2879.00,,
"Montague FB-60-R 60""W Two Drawer Legend Heavy Duty Extreme Cuisine Freezer Equipment Base/Stand",Montague,FB-60-R,FB-60-R,13675.25,,
"Universal Coolers CBI-52 51.89"" W 2 Drawers Chef Base Refrigerator - 115 Volts",Universal Coolers,CBI-52,CBI-52,2380.00,,
"Dukers DCB52-60-D2 60""W 2 Drawer Refrigerated Chef Base",Dukers,DCB52-60-D2,DCB52-60-D2,2556.00,,
"Delfield F2975CP 75-1/4""W Two-Section Four Drawer Refrigerated Low-Profile Equipment Stand",Delfield,F2975CP,F2975CP,13029.00,,
"Garland GN17FR80 80""W Six Drawer Arctic Fire Freezer Base",Garland,GN17FR80,GN17FR80,16718.00,,
Turbo Air TCBE-82SDR-E-N 16.04 Cu. Ft. Stainless Steel Super Deluxe Extended Top Chef Base Refrigerator - 115 Volts,Turbo Air,TCBE-82SDR-E-N,TCBE-82SDR-E-N,7574.21,,
"Master Bilt MBCB72 72""W Four Drawer Fusion Chef Base",Master Bilt,MBCB72,MBCB72,6717.00,,
"Garland GN17R68 68""W Four Drawer Arctic Fire Refrigerator Base",Garland,GN17R68,GN17R68,14972.00,,
Turbo Air TCBE-48SDR-E-N 7.52 Cu. Ft. Stainless Steel 2 Drawers Super Deluxe Extended Top Chef Base Refrigerator - 115 Volts,Turbo Air,TCBE-48SDR-E-N,TCBE-48SDR-E-N,5527.43,,
"Montague RB-84-R 84""W Four Drawer Legend Heavy Duty Extreme Cuisine Refrigerated Equipment Base/Stand",Montague,RB-84-R,RB-84-R,16362.56,,
"Garland GN17FC80 80""W Four Drawer Arctic Fire Freezer Base",Garland,GN17FC80,GN17FC80,18528.00,,
"Garland GN17R51 51""W Four Drawer Arctic Fire Refrigerator Base",Garland,GN17R51,GN17R51,13360.00,,
"Garland GN17FC53 53""W Two Drawer Arctic Fire Freezer Base",Garland,GN17FC53,GN17FC53,16160.00,,
"Garland GN17R97 97""W Six Drawer Arctic Fire Refrigerator Base",Garland,GN17R97,GN17R97,18295.00,,
"Vulcan ARS110 110"" W Stainless Steel Self-Contained Achiever Refrigerated Base - 115 Volts",Vulcan,ARS110,ARS110,,,
"Garland UN17C48 48""W Two Drawer Polar Cuisine Refrigerated Base",Garland,UN17C48,UN17C48,15140.00,,
"Garland UN17FC48 48""W Two Drawer Polar Cuisine Freezer Base",Garland,UN17FC48,UN17FC48,15654.00,,
"Montague RB-48-SC-G 48""W Two Drawer Legend Heavy Duty Glycol Refrigerated Equipment Base/Stand",Montague,RB-48-SC-G,RB-48-SC-G,16600.06,,
"Omcan USA 50072 72"" W Stainless Steel 4 Drawers Refrigerated Chef Base or Equipment Stand - 110 Volts 0.33 HP",Omcan USA,50072,50072,8273.45,,
"Garland UN17FC60 60""W Two Drawer Polar Cuisine Freezer Base",Garland,UN17FC60,UN17FC60,18463.00,,
"Beverage Air WTRCS52HC 52""W Two Drawer Worktop Cook Stand Refrigerator",Beverage Air,WTRCS52HC,WTRCS52HC,6675.78,,
"Victory CBR48HC 48"" W 2 Drawers Chef Base Refrigerator - 115 Volts",Victory,CBR48HC,CBR48HC,8137.93,,
"Garland GN17C46 46""W Two Drawer Arctic Fire Refrigerator Base",Garland,GN17C46,GN17C46,14285.00,,
"Randell LPRES1L3-120C4 120"" W Stainless Steel Exterior Refrigerated Counter and Equipment Stand - 115 Volts",Randell,LPRES1L3-120C4,LPRES1L3-120C4,17095.50,,
"Delfield F2999CP 99-1/4""W Three-Section Six Drawer Refrigerated Low-Profile Equipment Stand",Delfield,F2999CP,F2999CP,15508.00,,
"Universal Coolers CBI-72 72.35"" W 4 Drawers Chef Base Refrigerator - 115 Volts",Universal Coolers,CBI-72,CBI-72,2680.00,,
"Randell RES1R1-53C4 53"" W Stainless Steel Exterior One Section Refrigerated Counter or Equipment Stand - 115 Volts",Randell,RES1R1-53C4,RES1R1-53C4,11756.00,,
"Garland UN17FC66 66""W Four Drawer Polar Cuisine Freezer Base",Garland,UN17FC66,UN17FC66,19495.00,,
"Randell 20048-32-513-C4 53""W Two Drawer Refrigerated Counter/Equipment Stand",Randell,20048-32-513-C4,LPRES1R1-53C4,11349.00,,
"Jade JRLH-04R-T-72 72"" (4) 27.25"" Removable Drawers Stainless Steel Front Face and Sides Titan Fire and Ice Refrigerated Base - 115 Volts",Jade,JRLH-04R-T-72,JRLH-04R-T-72,14854.40,,
"Southbend 30096RSB 96""W Six Drawer Freezer Base",Southbend,30096RSB,30096RSB,18360.00,,
"Dukers DCB72-D4 72""W 4 Drawer Refrigerated Chef Base",Dukers,DCB72-D4,DCB72-D4,3093.00,,
"Randell RES1R1-48C4 48"" W Stainless Steel Exterior One Section Refrigerated Counter and Equipment Stand - 115 Volts",Randell,RES1R1-48C4,RES1R1-48C4,11325.50,,
"Imperial IHR-XX-SC-36 36""W Two Drawer Spec Series Sizzle 'N Chill System",Imperial,IHR-XX-SC-36,IHR-XX-SC-36,17060.45,,
"Master Bilt MBCB48 48""W Two Drawer FusionChef Base",Master Bilt,MBCB48,MBCB48,5369.00,,
"Garland UN1732R72 72""W Four Drawer Polar Cuisine Refrigerated Base",Garland,UN1732R72,UN1732R72,17686.00,,
Beverage Air WTCTCS48HC 7.21 Cu. Ft. Stainless Steel 1-Section Cross Temp Chef Base - 115 Volts,Beverage Air,WTCTCS48HC,WTCTCS48HC,7467.79,,
"Migali C-CB72-HC 72-1/4""W Two-Section Four Drawer Competitor Series Refrigerated Equipment Stand/Chef Base",Migali,C-CB72-HC,C-CB72-HC,3533.00,,
"Akita ACB-60 60"" W Stainless Steel 2 Drawers Refrigerated Chef Base Equipment Stand - 115 Volts",,ACB-60,ACB-60,3875.63,,
"Beverage Air WTRCS96HC 96""W Four Drawer Worktop Cook Stand Refrigerator",Beverage Air,WTRCS96HC,WTRCS96HC,10378.96,,
Turbo Air TCBE-36SDR-E-N6 4.98 Cu. Ft. Stainless Steel 2 Drawers Super Deluxe Extended Top Chef Base Refrigerator - 115 Volts,Turbo Air,TCBE-36SDR-E-N6,TCBE-36SDR-E-N6,5368.32,,
"Garland GN17C92 92""W Four Drawer Arctic Fire Refrigerator Base",Garland,GN17C92,GN17C92,19714.00,,
"Infrico USA IUC-MSG52 53.25""W Two Drawer Refrigerated Equipment Stand",Infrico USA,IUC-MSG52,IUC-MSG52,7922.01,,
"Montague RB-48-R-G 48""W Two Drawer Legend Heavy Duty Glycol Refrigerated Equipment Base/Stand",Montague,RB-48-R-G,RB-48-R-G,13934.13,,
"Hoshizaki CR110A 110.5""W Four Drawer Steelheart Series Equipment Stand",Hoshizaki,CR110A,CR110A,12734.24,,
"Garland UN17FR36 36""W Two Drawer Polar Cuisine Freezer Base",Garland,UN17FR36,UN17FR36,12615.00,,
"Garland UN17R90 90""W Two Drawer Polar Cuisine Refrigerated Base",Garland,UN17R90,UN17R90,19589.00,,
"Randell RES1R2-82C4 82"" W Stainless Steel Exterior Two Sections Refrigerated Counter or Equipment Stand - 115 Volts",Randell,RES1R2-82C4,RES1R2-82C4,13815.00,,
Turbo Air PRCBE-36F-N-FT 4.6 Cu. Ft. Stainless Steel One-Section PRO Series Freezer Chef Base - 115 Volts,Turbo Air,PRCBE-36F-N-FT,PRCBE-36F-N-FT,6847.00,,
"U-Line UCRB536-SS61A 36"" W 2 Drawers U-Line Commercial Refrigerated Base - 115 Volts",U-Line,UCRB536-SS61A,UCRB536-SS61A,6324.13,,
"Garland UN17FR60 60""W Two Drawer Polar Cuisine Freezer Base",Garland,UN17FR60,UN17FR60,16718.00,,
"Everest Refrigeration ECB48D2 48.38""W Two Drawer Chef Base Refrigerator",Everest Refrigeration,ECB48D2,ECB48D2,4422.00,,
"Garland UN17FR66 66""W Four Drawer Polar Cuisine Freezer Base",Garland,UN17FR66,UN17FR66,17527.00,,
"Jade JFLH-02S-T-48 48"" W Stainless Steel 2 Drawers Titan Fire & Ice Freezer Base",Jade,JFLH-02S-T-48,JFLH-02S-T-48,13823.70,,
"Southbend 30048SB 48""W Two Drawer Freezer Base",Southbend,30048SB,30048SB,14229.00,,
"Arctic Air ARCB60 62"" W Two Drawers Refrigerated Chef Base",Arctic Air,ARCB60,ARCB60,3599.00,,
"Montague FB-36-R 36""W Two Drawer Legend Heavy Duty Extreme Cuisine Freezer Equipment Base/Stand",Montague,FB-36-R,FB-36-R,11819.19,,
"U-Line UCRB548-SS61A 48"" W 2 Drawers U-Line Commercial Refrigerated Base - 115 Volts",U-Line,UCRB548-SS61A,UCRB548-SS61A,7074.53,,
"Southbend 30072RSB 72""W Two Drawer Freezer Base",Southbend,30072RSB,30072RSB,15606.00,,
"Montague FB-84-R 84""W Four Drawer Legend Heavy Duty Extreme Cuisine Freezer Equipment Base/Stand",Montague,FB-84-R,FB-84-R,17835.06,,
"Akita ACB-72 74.09"" W Stainless Steel 4 Drawers Refrigerated Chef Base Equipment Stand - 115 Volts",,ACB-72,ACB-72,4662.00,,
"Garland GN17C80 80""W Four Drawer Arctic Fire Refrigerator Base",Garland,GN17C80,GN17C80,17694.00,,
"Everest Refrigeration ECB82-84D4 84""W Four Drawer Chef Base Refrigerator",Everest Refrigeration,ECB82-84D4,ECB82-84D4,6253.00,,
"U-Line UCFB536-SS61A 36"" W 2 Drawers U-Line Commercial Freezer Base - 115 Volts",U-Line,UCFB536-SS61A,UCFB536-SS61A,6585.43,,
"Garland GN17C68 68""W Four Drawer Arctic Fire Refrigerator Base",Garland,GN17C68,GN17C68,16644.00,,
"Garland GN17C63 63""W Four Drawer Arctic Fire Refrigerator Base",Garland,GN17C63,GN17C63,16160.00,,
"Delfield F2936CP 36-1/4""W One-Section 2 Drawer Refrigerated Low-Profile Equipment Stand",Delfield,F2936CP,F2936CP,7392.00,,
"Southbend 30048RSB 48""W Two Drawer Freezer Base",Southbend,30048RSB,30048RSB,13311.00,,
"Jade JRLH-04S-T-84 84"" W 4 Drawers Titan Fire & Ice Refrigerated Base",Jade,JRLH-04S-T-84,JRLH-04S-T-84,16831.10,,
Turbo Air PRCBE-72F-N-FT 12.14 Cu. Ft. Stainless Steel Two-Section PRO Series Freezer Chef Base - 115 volts,Turbo Air,PRCBE-72F-N-FT,PRCBE-72F-N-FT,9329.28,,
"Everest Refrigeration ECB82D4 82.38""W Four Drawer Chef Base Refrigerator",Everest Refrigeration,ECB82D4,ECB82D4,5526.12,,
"Beverage Air WTFCS36HC-48 Worktop Cook Stand Freezer one-Section 48""W",Beverage Air,WTFCS36-1-48,WTFCS36HC-48,7961.53,,
"Jade JRLH-06R-T-84 25"" H Stainless Steel Titan Fire an Ice Refrigerated Base",Jade,JRLH-06R-T-84,JRLH-06R-T-84,16618.80,,
"Garland UN17FR54 54""W Four Drawer Polar Cuisine Freezer Base",Garland,UN17FR54,UN17FR54,15381.00,,
"Turbo Air PRCBE-96F-N 96""W Four Drawer PRO Series Freezer Chef Base",Turbo Air,PRCBE-96F-N,PRCBE-96F-N,11710.35,,
"Garland GN17C53 53""W Two Drawer Arctic Fire Refrigerator Base",Garland,GN17C53,GN17C53,14824.00,,
"Montague RB-72-SC 72""W Two Drawer Legend Heavy Duty Extreme Cuisine Refrigerated Equipment Base/Stand",Montague,RB-72-SC,RB-72-SC,16575.13,,
"Southbend 30032RSB 32""W Two Drawer Freezer Base",Southbend,30032RSB,30032RSB,11360.25,,
"Admiral Craft USCB-52 51.75"" W 2 Drawers U-STAR Refrigerated Chef Base - 115 Volts",Admiral Craft,USCB-52,USCB-52,2954.85,,
"Blue Air BACB48-HC 48"" W x 31"" D x 25.13"" H Stainless Steel Side-Mounted Refrigerated Chef Base Equipment Stand",Blue Air,BACB48-HC,BACB48-HC,4523.69,,
"Southbend 20072SB 72""W Four Drawer Refrigerator Base",Southbend,20072SB,20072SB,15453.00,,
"Southbend 20036RSB 36""W Two Drawer Refrigerator Base",Southbend,20036RSB,20036RSB,10442.25,,
Turbo Air PRCBE-72R-N-FT 12.14 Cu. Ft. Stainless Steel Two-Section PRO Series Refrigerated Chef Base - 115 Volts,Turbo Air,PRCBE-72R-N-FT,PRCBE-72R-N-FT,8480.69,,
"Admiral Craft USCB-36 36.25"" W 2 Drawers U-STAR Refrigerated Chef Base - 115 Volts",Admiral Craft,USCB-36,USCB-36,2632.87,,
"Southbend 30036SB 36""W Two Drawer Freezer Base",Southbend,30036SB,30036SB,12278.25,,
Turbo Air PRCBE-96R-N-FT 17.5 Cu. Ft. Stainless Steel 4 Drawers PRO Series Refrigerated Chef Base - 115 Volts,Turbo Air,PRCBE-96R-N-FT,PRCBE-96R-N-FT,11664.41,,
"Traulsen TE072HT 72""W Four Drawer Spec-Line Refrigerated Equipment Stand",Traulsen,TE072HT,TE072HT,12544.79,,
"Traulsen TE084LT 84""W Four Drawer Spec-Line Freezer Equipment Stand",Traulsen,TE084LT,TE084LT,15568.25,,
"Traulsen TE072LT 72""W Four Drawer Spec-Line Freezer Equipment Stand",Traulsen,TE072LT,TE072LT,14595.57,,
"Victory CBR72HC 72"" W 4 Drawers Chef Base Refrigerator - 115 Volts",Victory,CBR72HC,CBR72HC,10344.14,,
"Montague FB-48-SC 48""W Two Drawer Legend Heavy Duty Extreme Cuisine Freezer Equipment Base/Stand",Montague,FB-48-SC,FB-48-SC,14340.25,,
"Blue Air BACB74M-HC 74.13"" W x 31"" D x 25.5"" H All Stainless Steel Side-Mounted Refrigerated Chef Base Equipment Stand",Blue Air,BACB74M-HC,BACB74M-HC,5482.86,,
"Garland GN17FR46 46""W Two Drawer Arctic Fire Freezer Base",Garland,GN17FR46,GN17FR46,14033.00,,
"Montague RB-48-R 48""W Two Drawer Legend Heavy Duty Extreme Cuisine Refrigerated Equipment Base/Stand",Montague,RB-48-R,RB-48-R,12692.00,,
"SABA SCB-36 36.38"" W Stainless Steel 2 Drawers Chef Base Drawer Refrigerator - 115 Volts",SABA,SCB-36,SCB-36,3223.80,,
"Southbend 20084RSB 84""W Four Drawer Refrigerator Base",Southbend,20084RSB,20084RSB,15720.75,,
"Everest Refrigeration ECB52D2 51.88""W Two Drawer Chef Base Refrigerator",Everest Refrigeration,ECB52D2,ECB52D2,4534.00,,
Beverage Air WTCTCS52HC 8.06 Cu. Ft. Stainless Steel 1-Section Cross Temp Chef Base - 115 Volts,Beverage Air,WTCTCS52HC,WTCTCS52HC,7596.23,,
"Turbo Air TCBE-48SDR-N 47.63""W Two Drawer Super Deluxe Chef Base Refrigerator",Turbo Air,TCBE-48SDR-N,TCBE-48SDR-N,5196.13,,
"Victory CBR36HC 36"" W 2 Drawers Chef Base Refrigerator - 115 Volts",Victory,CBR36HC,CBR36HC,7542.36,,
Atosa MGF8451GR 8.4 Cu. Ft. 2 Drawers Atosa Chef Base - 115 Volts,"Atosa USA, Inc.",MGF8451GR,MGF8451GR,2670.00,,
"Turbo Air TCBE-52SDR-N 52.25""W Two Drawer Super Deluxe Chef Base Refrigerator",Turbo Air,TCBE-52SDR-N,TCBE-52SDR-N,5422.47,,
"Vulcan ARS60 60"" W Stainless Steel Self-Contained Achiever Refrigerated Base - 115 Volts",Vulcan,ARS60,ARS60,16797.00,,
"Admiral Craft USCB-72 72.5"" W 4 Drawers U-STAR Refrigerated Chef Base - 115 Volts",Admiral Craft,USCB-72,USCB-72,3814.82,,
"Victory CBF72HC 72"" W 4 Drawers Chef Base Freezer - 115 Volts",Victory,CBF72HC,CBF72HC,11583.57,,
"True TRCB-52-60 60""W Two Drawer Refrigerated Chef Base",,TRCB-52-60,TRCB-52-60-HC,6009.25,,
"Electrolux 169209 74.03""W Four Drawer (COMPCHEF72) EMPower Refrigerated Chef Base",Electrolux,169209,169209,8925.95,,
"Garland UN17C78 78""W Two Drawer Polar Cuisine Refrigerated Base",Garland,UN17C78,UN17C78,19476.00,,
"Turbo Air PRCBE-84F-N 84""W Four Drawer PRO Series Freezer Chef Base",Turbo Air,PRCBE-84F-N,PRCBE-84F-N,9698.67,,
"Garland UN17FC72 72""W Two-Section Four Drawer Polar Cuisine Freezer Base - 115 Volts",Garland,UN17FC72,UN17FC72,19843.00,,
"Migali C-CB72-76-HC 76""W Two-Section Four Drawer Competitor Series Refrigerated Equipment Stand/Chef Base",Migali,C-CB72-76-HC,C-CB72-76-HC,3570.00,,
"Southbend 30096SB 96""W Two Drawer Freezer Base",Southbend,30096SB,30096SB,19278.00,,
"Omcan USA 50071 52"" W Stainless Steel 2 Drawers Refrigerated Chef Base or Equipment Stand - 110 Volts 0.25 HP",Omcan USA,50071,50071,6811.58,,
"Montague RB-36-R-G 36""W Two Drawer Legend Heavy Duty Glycol Refrigerated Equipment Base/Stand",Montague,RB-36-R-G,RB-36-R-G,12473.50,,
Turbo Air PRCBE-48F-N-FT 6.83 Cu. Ft. Stainless Steel One-Section PRO Series Freezer Chef Base -115 Volts,Turbo Air,PRCBE-48F-N-FT,PRCBE-48F-N-FT,7010.97,,
"Turbo Air PRCBE-72F-N 72""W Four Drawer PRO Series Freezer Chef Base",Turbo Air,PRCBE-72F-N,PRCBE-72F-N,9329.28,,
"Garland UN17FR72 72""W Two Drawer Polar Cuisine Freezer Base",Garland,UN17FR72,UN17FR72,17664.00,,
"Jade JRLH-04R-T-66 66"" (4) 27.25"" Removable Drawers Stainless Steel Front Face and Sides Titan Fire and Ice Refrigerated Base - 115 Volts",Jade,JRLH-04R-T-66,JRLH-04R-T-66,13351.00,,
Atosa MGF8452GR 8.4 Cu. Ft. 2 Drawers Atosa Chef Base - 115 Volts,"Atosa USA, Inc.",MGF8452GR,MGF8452GR,2714.00,,
"Victory CBF52HC 52"" W 2 Drawers Chef Base Freezer - 115 Volts",Victory,CBF52HC,CBF52HC,9504.16,,
"Turbo Air TCBE-72SDR-N 72""W Four Drawer Super Deluxe Chef Base Refrigerator",Turbo Air,TCBE-72SDR-N,TCBE-72SDR-N,6651.66,,
"Dukers DCB36-D2 36""W 2 Drawer Refrigerated Chef Base",Dukers,DCB36-D2,DCB36-D2,1971.00,,
"Asber ACBR-84 84.25"" W Four Drawer Chef Base Refrigerated Equipment Stand",Asber,ACBR-84,ACBR-84,4057.65,,
"Infrico USA IUC-MSG96 97""W Four Drawer Refrigerated Equipment Stand",Infrico USA,IUC-MSG96,IUC-MSG96,11556.96,,
"Garland GN17FC68 68""W Four Drawer Arctic Fire Freezer Base",Garland,GN17FC68,GN17FC68,18064.00,,
"SABA SCB-52 51.38"" W Stainless Steel 2 Drawers Chef Base Drawer Refrigerator - 115 Volts",SABA,SCB-52,SCB-52,3134.25,,
"Beverage Air WTFCS72HC Worktop Cook Stand Freezer two-Section 72""",Beverage Air,WTFCS72HC,WTFCS72HC,10087.91,,
"Migali C-CB48-HC 48-1/4""W  One-Section Two Drawer  Competitor Series Refrigerated Equipment Stand/Chef Base",Migali,C-CB48-HC,C-CB48-HC,2386.00,,
"Garland UN17R48 48""W Two Drawer Polar Cuisine Refrigerated Base",Garland,UN17R48,UN17R48,13667.00,,
"Southbend 20036SB 36""W Two Drawer Refrigerator Base",Southbend,20036SB,20036SB,11249.10,,
"Jade JFLH-04R-T-54 54"" W 2 Drawers Titan Fire and Ice Freezer Base - 115 Volts",Jade,JFLH-04R-T-54,JFLH-04R-T-54,13163.70,,
Randell LPRES1L3-105C4 105” W Three-Section Stainless Steel Refrigerated Counter or Equipment Stand – 115 Volts,Randell,LPRES1L3-105C4,LPRES1L3-105C4,15803.00,,
"Blue Air BACB60M-HC 60"" W x 31"" D x 25.5"" H Galvanized & Stainless Steel Side-Mounted Refrigerated Chef Base Equipment Stand",Blue Air,BACB60M-HC,BACB60M-HC,5065.29,,
"Southbend 30032SB 32""W Two Drawer Freezer Base",Southbend,30032SB,30032SB,12278.25,,
"Randell RES1L2-72C4 72"" W Stainless Steel Exterior Two Sections Refrigerated Counter and Equipment Stand - 115 Volts",Randell,RES1L2-72C4,RES1L2-72C4,12953.50,,
"Beverage Air WTRCS36HC 36""W Two Drawer Worktop Cook Stand Refrigerator",Beverage Air,WTRCS36HC,WTRCS36HC,5895.26,,
"Montague FB-60-SC 60""W Two Drawer Legend Heavy Duty Extreme Cuisine Freezer Equipment Base/Stand",Montague,FB-60-SC,FB-60-SC,15794.94,,
"Infrico USA IUC-MSG110 110.63""W Six Drawer Refrigerated Equipment Stand",Infrico USA,IUC-MSG110,IUC-MSG110,13597.50,,
"Blue Air BACB36-HC 36"" W x 31"" D x 25.13"" H All stainless Steel Side-Mounted Refrigerated Chef Base Equipment Stand",Blue Air,BACB36-HC,BACB36-HC,4178.82,,
"Electrolux 169207 50""W Two Drawer (COMPCHEF48) EMPower Refrigerated Chef Base",Electrolux,169207,169207,7304.00,,
"Garland GN17FR51 51""W Four Drawer Arctic Fire Freezer Base",Garland,GN17FR51,GN17FR51,14285.00,,
"Southbend 20108RSB 108""W Four Drawer Refrigerator Base",Southbend,20108RSB,20108RSB,19232.10,,
"Victory CBF96HC 96"" W 4 Drawers Chef Base Freezer - 115 Volts",Victory,CBF96HC,CBF96HC,13851.86,,
"Southbend 30064SB 64""W Two Drawer Freezer Base",Southbend,30064SB,30064SB,16983.00,,
"Turbo Air TCBE-82SDR-N 83.63""W Four Drawer Super Deluxe Chef Base Refrigerator",Turbo Air,TCBE-82SDR-N,TCBE-82SDR-N,7234.32,,
"Randell RES1L2-82C4 82"" W Stainless Steel Exterior Two Sections Refrigerated Counter and Equipment Stand - 115 Volts",Randell,RES1L2-82C4,RES1L2-82C4,13815.00,,
"Imperial IHR-XX-RM-72 72""W Four Drawer Spec Series Sizzle 'N Chill System",Imperial,IHR-XX-RM-72,IHR-XX-RM-72,17735.00,,
"Turbo Air PRCBE-60R-N 60""W Two Drawer PRO Series Refrigerated Chef Base",Turbo Air,PRCBE-60R-N,PRCBE-60R-N,7010.97,,
"Beverage Air WTRCS72HC 72""W Four Drawer Worktop Cook Stand Refrigerator",Beverage Air,WTRCS72HC,WTRCS72HC,8385.62,,
"Everest Refrigeration ECB36D2 36.38""W Two Drawer Chef Base Refrigerator",Everest Refrigeration,ECB36D2,ECB36D2,4276.00,,
"Randell RES1L1-53C4 53"" W Stainless Steel Exterior One Section Refrigerated Counter and Equipment Stand - 115 Volts",Randell,RES1L1-53C4,RES1L1-53C4,11756.00,,
"Turbo Air PRCBE-48R-N 48""W Two Drawer PRO Series Refrigerated Chef Base",Turbo Air,PRCBE-48R-N,PRCBE-48R-N,6490.68,,
"True TRCB-52 51.88""W Two Drawer Refrigerated Chef Base",,TRCB-52,TRCB-52-HC,5735.45,,
"Continental Refrigerator D48GFN 48""W Two Drawer Freezer Griddle Stand",Continental Refrigerator,DL48GF,D48GFN,8125.00,,
"Jade JFLH-04R-T-72 25"" H Stainless Steel Titan Fire and Ice Freezer Base",Jade,JFLH-04R-T-72,JFLH-04R-T-72,15397.80,,
"Beverage Air WTRCS112HC-120 120""W Six Drawer Worktop Cook Stand Refrigerator",Beverage Air,WTRCS112-1-120,WTRCS112HC-120,12561.84,,
"Infrico USA IUC-MSG52-60 60""W Two Drawer Refrigerated Equipment Stand",Infrico USA,IUC-MSG52-60,IUC-MSG52-60,7922.01,,
"Jade JFLH-04R-T-66 66"" W 4 Drawers Titan Fire and Ice Freezer Base - 115 Volts",Jade,JFLH-04R-T-66,JFLH-04R-T-66,14747.70,,
Turbo Air PRCBE-48R-N-FT 6.83 Cu. Ft. Stainless Steel One-Section PRO Series Refrigerated Chef Base - 115 Volts,Turbo Air,PRCBE-48R-N-FT,PRCBE-48R-N-FT,6490.68,,
"Southbend 30084RSB 84""W Four Drawer Freezer Base",Southbend,30084RSB,30084RSB,16638.75,,
"Montague RB-36-SC 36""W Two Drawer Legend Heavy Duty Extreme Cuisine Refrigerated Equipment Base/Stand",Montague,RB-36-SC,RB-36-SC,13436.56,,
"Garland GN17FC92 92""W Four Drawer Arctic Fire Freezer Base",Garland,GN17FC92,GN17FC92,19946.00,,
"Montague RB-96-R 96""W Six Drawer Legend Heavy Duty Extreme Cuisine Refrigerated Equipment Base/Stand",Montague,RB-96-R,RB-96-R,16830.44,,
"Continental Refrigerator D96GN 96""W Four Drawer Refrigerator Griddle Stand",Continental Refrigerator,D96GN,D96GN,11274.46,,
"Victory CBF60HC 60"" W 2 Drawers Chef Base Freezer - 115 Volts",Victory,CBF60HC,CBF60HC,10247.23,,
Turbo Air PRCBE-36R-N-FT 4.6 Cu. Ft. Stainless Steel One-Section PRO Series Refrigerated Chef Base - 115 Volts,Turbo Air,PRCBE-36R-N-FT,PRCBE-36R-N-FT,6254.63,,
"Randell RES1R3-120C4 120"" W Stainless Steel Exterior Three Sections Refrigerated Counter or Equipment Stand - 115 Volts",Randell,RES1R3-120C4,RES1R3-120C4,17502.50,,
